FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
A,Annual,MAR,Morocco,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,17.761,23.385,24.64,26.452,29.009,30.375,32.28,34.89,38.756,41.431,42.11,45.639,51.191,54.337,60.603,60.776,58.95,60.749,62.371,63.204,65.303,67.535,69.565,73.487,80.847,82.756,83.804,93.779,94.766,104.454,102.452,107.114,111.354,114.212,118.492,117.463,126.905,130.092,130.45,148.563,161.334,164.665,163.228,180.131,175.79,194.956,204.747,208.422,213.979,217.025,220.859,223.324,233.801,241.814,263.841,242.534,269.054,267.057,271.281
A,Annual,MDA,Moldova,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.269,46.393,32.446,33.192,37.952,41.741,38.828,31.711,32.95,32.234,35.498,39.424,36.806,40.291,42.639,37.104,38.324,34.537,34.162,33.101,45.268,44.536,42.598,38.075,38.051,38.689,41.251,41.944,40.321,49.004,,
A,Annual,MDG,Madagascar,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,5.516,4.913,4.517,5.82,5.821,6.171,4.376,6.062,6.603,4.957,4.897,5.073,5.491,5.551,6.035,6.333,6.513,6.664,6.77,6.787,9.587,9.408,7.267,9.301,10.116,9.791,9.642,10.29,10.902,9.619,10.197,11.428,13.497,14.16,15.378,16.818,17.631,16.165,15.56,18.687,12.631,14.679,,
A,Annual,MDV,Maldives,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,0.062,0.062,0.062,0.062,0.248,0.247,0.286,0.286,0.349,0.348,0.422,0.422,0.423,0.494,0.99,1.361,1.424,1.23,1.355,1.355,2.862,2.4,2.869,2.494,3.263,2.954,3.744,3.879,4.217,4.48,4.529,4.894,6.235,6.578,8.817,6.599,7.001,7.264,8.336,9.368,8.904,9.214,,
A,Annual,MEX,Mexico,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,293.325,310.583,316.549,344.765,378.427,404.032,424.829,469.579,506.47,557.681,595.583,633.882,668.705,752.51,832.041,906.324,1002.081,1044.314,1032.646,1080.826,1134.396,1100.674,1136.899,1145.465,1209.829,1319.072,1357.68,1384.109,1385.386,1464.644,1439.337,1476.888,1512.699,1574.172,1597.065,1693.276,1679.594,1720.059,1740.948,1843.091,2019.614,2049.177,2068.458,2153.523,2117.228,2125.454,2221.887,2241.891,2242.858,2230.574,2205.421,2253.398,2293.264,2265.277,2241.414,2041.917,2175.894,2273.084,2348.044
A,Annual,MKD,North Macedonia,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,29.66,29.447,30.237,30.279,28.442,28.651,33.28,30.014,33.924,32.504,30.848,29.025,28.361,31.976,31.577,32.584,33.184,32.878,31.796,31.139,33.899,33.791,31.354,30.12,27.963,29.477,30.592,29.433,30.426,31.058,27.708,28.998,30.632,33.53
A,Annual,MLI,Mali,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,2.054,2.646,2.118,2.172,2.208,2.383,1.974,2.241,1.434,2.438,2.48,2.485,2.677,2.7,2.706,2.715,2.813,2.85,2.914,2.916,4.403,4.455,4.314,4.329,4.502,4.986,5.852,6.889,8.225,10.396,11.761,12.897,13.714,14.118,15.783,17.258,21.92,23.834,24.794,25.333,24.257,25.597,,
A,Annual,MLT,Malta,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,5.512,6.059,6.432,4.562,6.445,4.434,5.798,6.476,7.226,7.444,8.106,8.54,8.976,9.475,10.143,9.842,10.209,10.89,11.406,12.646,18.515,20.395,19.9,23.127,24.279,20.713,21.168,23.06,23.882,25.45,30.381,28.884,27.543,26.145,26.757,29.281,32.549,37.074,38.703,40.333,37.14,39.15,,
A,Annual,MMR,Myanmar,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,20.251,20.877,22.967,23.494,25.533,25.785,26.252,25.957,24.966,25.902,25.123,24.876,26.015,27.799,32.523,34.496,34.848,37.122,41.131,41.697,48.049,44.351,51.471,58.021,60.847,78.402,74.007,79.877,73.33,67.539,68.499,74.951,89.368,103.474,120.965,112.88,129.814,167.527,172.26,169.581,170.052,164.883,,
A,Annual,MNE,Montenegro,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.352,13.809,15.605,13.46,16.806,13.863,13.469,14.505,12.962,13.335,13.316,12.434,13.799,12.898,11.287,11.892,,
A,Annual,MNG,Mongolia,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,43.601,36.878,46.062,46.8,46.295,54.386,59.2,61.902,65.104,61.737,57.101,59.254,52.94,48.582,45.29,43.172,44.448,40.614,41.314,41.56,43.362,43.276,46.155,43.815,43.011,44.603,48.041,50.428,49.832,50.457,49.192,51.2,55.022,58.388,57.184,56.872,59.658,65.152,71.146,78.482,67.128,75.016,,
A,Annual,MOZ,Mozambique,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,48.801,16.995,16.76,23.571,8.84,8.552,4.518,4.562,6.621,5.351,5.464,5.607,5.534,5.97,5.774,6.086,6.362,7.567,9.395,22.797,29.259,37.513,37.984,38.473,40.323,44.253,48.221,53.582,50.493,54.579,54.352,61.55,66.132,70.081,77.782,82.618,84.95,85.286,70.118,74.106,70.109,71.892,,
A,Annual,MRT,Mauritania,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,2.654,2.545,2.573,2.579,3.789,3.767,2.166,2.987,3.85,4.43,3.981,4.165,13.498,13.816,13.778,13.98,14.146,14.16,14.215,14.215,5.046,5.267,5.655,5.923,6.369,6.647,6.474,7.31,8.994,8.931,8.872,9.551,10.567,9.612,11.508,11.662,10.89,16.321,17.4,18.19,17.476,18.407,,
A,Annual,MUS,Mauritius,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,3.978,3.527,3.507,3.64,3.929,4.199,5.218,4.611,6.162,7.167,7.945,8.048,9.62,9.692,9.659,10.344,10.363,10.471,10.762,11.871,16.069,16.401,16.111,16.461,16.964,18.18,18.978,19.697,20.27,19.555,21.067,21.594,21.74,22.077,22.753,23.597,24.531,26.914,28.407,29.555,24.977,25.621,,
A,Annual,MWI,Malawi,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,3.545,3.711,3.509,3.268,3.248,3.585,3.551,3.711,3.722,4.189,4.707,5.38,5.457,5.336,5.664,5.898,5.984,6.019,6.386,6.305,6.808,6.686,6.606,6.94,7.401,7.2,7.436,7.408,8.444,7.863,9.428,9.494,9.532,9.691,9.974,9.611,10.123,10.432,9.962,10.147,9.752,9.248,,
A,Annual,MYS,Malaysia,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,33.086,38.272,41.102,42.503,46.635,44.263,49.442,55.072,58.027,58.828,60.674,67.75,79.25,105.269,121.07,126.612,130.891,140.161,160.962,173.472,171.884,188.659,194.529,204.603,228.992,240.986,301.866,340.554,342.515,363.737,397.951,444.273,515.451,495.441,529.429,611.257,625.815,659.175,714.156,771.64,835.079,843.833,900.057,932.623,903.049,932.974,949.202,1038.408,1086.738,1097.615,1114.575,1172.303,1188.477,1209.576,1240.781,1196.429,1246.65,1331.279,1335.31
A,Annual,NAM,Namibia,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,10.159,5.397,5.022,6.315,6.02,9.466,9.19,8.877,9.753,13.059,12.682,14.678,14.113,14.88,15.511,16.35,16.297,16.77,17.675,18.016,18.547,19.268,19.851,20.533,21.838,22.859,22.91,23.574,23.277,22.642,22.303,22.134,,
A,Annual,NCL,New Caledonia,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,7.825,7.504,5.985,5.226,6.247,6.619,6.661,6.58,7.12,7.763,7.51,7.58,7.803,7.694,7.935,7.955,7.994,7.461,7.611,7.768,10.029,9.591,10.372,11.221,10.883,11.944,11.755,12.615,12.662,12.737,14.832,14.662,15.589,16.704,19.215,19.672,20.985,20.324,22.707,22.563,21.27,20.147,,
A,Annual,NER,Niger,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,2.639,2.724,2.827,2.732,2.843,2.844,2.409,2.605,3.68,3.771,3.73,3.776,3.686,3.882,3.921,4.04,4.06,4.081,4.236,3.943,3.317,3.249,3.455,3.799,4.168,3.928,3.952,4.253,4.727,5.565,6.888,6.914,9.193,10.342,9.815,10.365,9.681,9.415,10.389,10.983,10.766,10.347,,
A,Annual,NGA,Nigeria,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,122.527,150.735,151.838,151.879,164.011,175.447,171.548,181.194,194.297,210.375,204.317,224.615,230.295,233.795,217.993,242.441,248.424,248.524,238.319,239.122,224.482,254.05,265.279,279.639,290.211,317.435,283.013,259.443,312.046,195.811,243.699,346.747,345.857,444.877,485.734,459.223,469.574,456.42,488.395,504.771,509.374,543.737,,
A,Annual,NIC,Nicaragua,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,9.665,9.614,9.503,9.414,9.308,10.528,10.114,10.582,10.736,11.634,10.795,10.327,11.647,11.986,12.221,13.075,13.782,14.174,15.336,16.443,16.296,17.299,17.631,18.707,19.468,19.785,19.881,20.706,20.953,20.958,21.666,22.791,23.01,24.426,25.914,28.356,28.443,28.36,28.145,28.158,28.629,29.219,,
A,Annual,NLD,Netherlands,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,413.96,443.377,468.8,524.393,584.787,659.798,695.772,808.138,859.682,815.957,822.845,897.423,881.314,899.181,928.872,872.195,827.1,764.416,768.067,797.369,822.848,863.64,881.434,884.37,888.458,910.735,928.063,939.117,946.966,936.809,974.962,1017.111,998.851,1005.942,993.777,1006.819,1045.557,1046.061,1053.076,1088.744,1112.242,1089.576,1107.524,1094.389,1079.291,1170.651,1115.092,1095.699,1062.885,1016.331,1026.032,1044.014,1052.206,1026.77,1022.329,990.146,1014.615,955.191,954.524
A,Annual,NOR,Norway,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,215.423,220.394,236.682,265.167,265.566,277.902,292.364,310.053,328.545,331.552,336.399,359.814,331.372,371.85,398.209,378.902,400.171,395.477,434.764,440.217,435.445,424.843,446.351,460.097,490.188,492.923,456.607,478.213,490.582,475.377,509.372,467.217,490.0,509.797,525.608,583.177,519.16,543.437,479.93,486.499,558.194,511.088,553.722,561.737,516.214,499.137,504.417,561.875,524.074,542.885,550.198,558.524,561.082,552.539,516.77,557.347,568.479,532.713,553.084
A,Annual,NPL,Nepal,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,2.195,2.2,2.858,3.267,3.306,3.028,4.075,4.641,4.591,4.609,5.545,6.322,6.666,6.811,7.646,8.456,9.594,10.355,12.596,14.234,14.713,15.525,16.347,17.195,17.175,17.834,17.594,17.467,19.34,22.126,23.594,25.144,26.434,27.945,30.193,27.033,39.734,45.509,49.989,49.032,49.241,48.285,,
A,Annual,NRU,Nauru,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,0.585,0.584,0.584,0.584,0.585,0.584,0.559,0.559,0.56,0.559,0.559,0.559,0.56,0.559,0.559,0.626,0.627,0.626,0.626,0.626,0.458,0.415,0.389,0.349,0.328,0.321,0.234,0.228,0.232,0.225,0.237,0.233,0.248,0.289,0.312,0.332,0.365,0.287,0.337,0.272,0.261,0.271,,
A,Annual,NZL,New Zealand,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,85.218,90.549,91.341,93.475,95.077,105.809,110.801,118.239,122.976,124.643,126.614,130.858,133.565,132.237,134.031,134.288,134.686,139.154,144.635,153.26,154.415,166.407,168.239,175.236,179.244,186.435,190.187,190.501,196.246,207.137,214.906,217.988,218.022,218.023,219.933,229.557,227.483,235.292,228.071,234.68,228.759,230.264,229.46,230.089,229.524,235.13,236.097,237.848,239.568,250.677,252.193,255.685,259.847,258.47,263.685,239.257,235.549,232.211,239.135
A,Annual,OMN,Oman,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,0.097,0.122,0.541,0.652,0.929,0.936,15.472,17.677,15.376,14.128,12.905,14.856,14.312,16.642,19.173,17.058,18.028,19.465,22.427,27.809,32.89,35.46,36.959,37.969,39.736,46.578,60.794,60.287,58.154,54.481,63.823,65.475,67.466,69.18,78.621,110.924,123.159,131.114,136.076,141.411,156.05,170.444,171.888,200.784,199.198,236.931,259.683,283.303,317.485,315.798,337.249,338.486,353.378,375.743,373.15,360.491,393.389,416.905,430.095
A,Annual,PAK,Pakistan,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,82.224,82.841,91.72,104.131,104.632,102.952,96.236,89.527,95.656,103.625,108.779,110.466,119.551,128.008,139.544,154.749,166.379,183.491,196.153,207.59,218.164,231.24,259.387,275.561,292.245,305.498,323.701,340.029,376.314,389.382,410.68,437.426,422.885,453.849,473.722,483.754,495.15,514.109,559.927,623.062,646.484,681.332,724.411,727.998,737.606,740.76,740.263,687.836,751.742,775.935,815.859,542.201,940.998,971.03,982.516,977.217,1083.791,998.705,936.701
A,Annual,PAN,Panama,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,53.88,54.546,51.861,52.488,53.851,48.423,49.929,51.8,51.267,49.93,52.771,52.171,53.09,53.306,59.38,62.52,56.261,57.837,60.927,42.455,67.068,68.165,67.344,67.914,69.254,69.188,75.128,70.901,83.056,80.47,91.285,92.078,102.22,100.603,102.876,112.379,118.755,127.716,130.186,117.984,118.701,117.776,,
A,Annual,PER,Peru,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,55.007,67.145,68.368,69.631,70.14,72.34,75.818,67.946,76.991,88.644,93.667,95.54,96.313,96.119,99.806,106.851,112.316,113.088,98.918,104.294,102.577,110.484,120.635,117.192,107.955,107.017,106.149,103.355,112.954,122.811,133.322,137.438,134.768,139.044,142.633,147.359,146.076,149.577,147.672,157.396,163.73,165.593,180.285,194.644,198.44,225.286,248.556,256.725,262.581,268.829,281.669,298.938,303.59,318.425,326.585,287.863,327.408,337.963,343.824
A,Annual,PHL,Philippines,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,62.501,68.923,74.929,87.654,94.437,96.434,103.41,109.637,122.096,113.947,123.988,128.719,138.101,144.615,151.001,148.342,147.774,147.523,153.913,140.262,135.47,137.34,148.975,164.29,181.382,187.489,184.339,198.103,217.218,226.294,258.461,277.04,302.241,300.067,305.197,307.714,300.852,302.286,311.884,319.261,319.341,305.31,316.799,327.548,331.402,341.031,347.837,359.886,384.94,404.658,443.822,484.615,531.864,549.699,566.121,513.753,545.51,570.994,609.214
A,Annual,PNG,Papua New Guinea,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,8.506,8.476,8.458,8.71,10.058,10.065,10.427,11.433,10.768,11.042,11.183,11.063,11.66,11.846,11.348,13.168,13.745,13.027,13.12,13.281,15.133,17.308,18.112,20.564,22.981,22.207,22.762,24.531,21.821,23.983,21.746,22.775,22.007,22.518,23.838,27.527,29.22,28.239,29.388,30.15,21.097,21.128,,
A,Annual,POL,Poland,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,776.053,791.178,814.3,876.367,936.066,987.921,1019.143,1074.919,1095.064,1131.256,1220.269,1285.522,1340.415,1407.362,1428.253,1495.63,1348.473,1373.058,1379.374,1433.917,1466.442,1507.76,1556.635,1526.905,1469.523,1210.33,1184.164,1132.397,1131.848,1083.18,1108.723,1163.95,1152.541,1104.199,1082.722,1017.525,1010.456,999.579,1034.207,1041.219,1061.937,1110.359,1104.644,1124.428,1085.191,1157.25,1162.666,1127.927,1131.318,1089.354,1103.013,1150.245,1208.289,1222.083,1187.268,1139.234,1224.758,1186.868,1143.449
A,Annual,PRK,"Korea, Dem. People's Rep.",OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,296.518,308.148,321.787,336.351,345.491,293.206,295.738,290.959,342.297,283.131,287.58,286.263,240.617,264.747,259.468,305.899,294.737,284.8,252.611,322.576,287.118,279.235,272.915,271.789,283.36,278.631,264.095,242.105,260.755,220.613,210.625,157.397,150.456,118.56,111.505,98.722,114.258,93.337,96.753,98.323,99.829,99.575,,
A,Annual,PRT,Portugal,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,49.829,54.557,58.334,59.397,64.355,76.882,84.651,92.027,101.724,106.482,105.827,104.73,118.723,125.038,132.608,128.805,126.462,136.86,141.717,147.627,150.634,159.435,163.162,181.041,195.472,202.652,210.487,214.65,220.117,229.924,244.811,252.361,256.375,279.492,285.076,294.029,298.777,296.891,305.177,298.751,298.263,295.874,297.491,285.505,288.234,304.105,289.831,264.467,289.661,291.774,289.522,309.867,301.878,307.707,293.057,265.248,266.49,262.675,263.458
A,Annual,PRY,Paraguay,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,8.111,7.844,7.701,8.312,8.945,16.465,33.015,49.089,51.079,63.526,67.671,71.735,67.652,76.396,88.245,101.764,106.494,117.261,119.436,124.973,124.693,110.886,115.543,122.493,121.594,119.134,124.737,125.27,129.202,128.046,129.489,136.431,140.02,141.219,133.658,137.098,154.904,148.943,149.095,129.973,122.4,105.801,,
A,Annual,PSE,West Bank and Gaza,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.722,4.314,4.391,5.764,7.821,7.242,7.768,11.815,14.48,12.785,13.168,12.63,12.954,12.947,14.396,14.404,15.299,16.504,18.323,19.239,19.313,19.689,20.552,20.028,20.529,,
A,Annual,PYF,French Polynesia,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,0.909,1.39,1.813,2.467,3.709,3.24,4.109,4.151,4.164,4.219,3.993,4.028,3.827,3.829,3.093,3.297,3.274,3.318,3.371,3.18,3.564,3.911,4.156,4.496,4.47,4.655,4.604,4.879,4.966,4.936,5.132,4.828,4.654,4.592,4.565,4.75,4.72,4.598,4.683,4.718,4.498,4.634,,
A,Annual,QAT,Qatar,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,1.411,1.421,2.035,6.44,10.119,11.526,11.481,12.701,18.021,15.712,23.445,15.06,20.983,20.128,50.366,53.37,51.059,59.333,61.854,70.41,66.11,72.071,69.853,73.54,77.746,78.838,90.813,144.293,154.359,156.668,156.148,115.159,125.891,135.556,150.898,134.844,129.628,142.699,163.62,197.57,223.673,235.155,256.278,284.139,288.185,335.141,392.009,444.277,482.342,521.487,593.32,582.571,564.087,558.877,583.498,511.537,541.849,566.668,616.209
A,Annual,ROU,Romania,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,278.721,297.27,331.734,352.98,405.812,432.011,458.565,483.276,525.824,529.495,577.511,622.343,659.94,710.754,724.816,731.847,733.587,727.274,722.204,716.998,714.904,730.083,757.117,771.135,772.477,735.215,624.444,550.674,535.222,504.851,554.803,551.402,523.325,478.845,421.171,420.332,425.105,441.307,441.244,457.624,460.449,467.61,451.004,449.797,392.122,396.424,408.341,393.332,369.577,379.116,381.136,381.085,387.936,392.051,383.818,369.489,390.003,360.129,354.462
A,Annual,RUS,Russian Federation,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,9555.139,9724.456,10042.625,10218.061,10255.829,10076.103,9938.643,9566.619,8919.131,8138.424,7702.033,7413.202,7011.005,6997.946,7086.538,7214.09,7328.268,7298.46,7448.467,7514.088,7503.902,7836.936,7878.334,7914.625,7522.19,7814.235,8080.548,8128.363,8032.525,8057.762,7930.555,8086.063,8135.742,8432.208,8370.03,8078.97,8335.356,8632.184,8691.993
