STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BIH,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Bosnia and Herzegovina,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592.4636535564211,1440.4618327728508,1418.9456662379612,1505.3519397201214,1753.3400687644266,2038.7079429243581,3014.136300024257,3971.9990550754596,4551.43368786249,4935.380922007769,5165.745107416105,5266.030002119902,5519.466920025348,5745.91732533242,6164.740338474861,6474.559287663863,6880.893550813236,7374.523399471374,7905.603484090361,7801.985260042157,8010.588533773828,8238.043127929408,8329.923683548708,8665.570824006143,8878.741504851985,9380.926241871275,9812.070821706748,10261.334938614897,10785.357927369354,11234.14696552089,11047.940184563682,12063.624257952539,12730.87672810988,13065.211001443295,13541.966366153401
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IND,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,India,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,16905.04502464456,17119.17257352405,17207.935813021206,17816.49292348959,18701.28114061102,17803.03925175719,17416.52749214704,18380.675572391032,18599.476416190562,19401.469601034947,19954.14813266363,19837.449071319646,19299.3797726976,19491.78637092499,19274.363100229344,20546.918428157674,20402.93886055368,21372.955127388414,22079.560257882385,20442.046294509342,21304.796870870145,22059.91947377864,22300.065257838098,23371.973894704137,23702.341225565542,24373.88864449911,24955.38704298589,25359.90157977204,27182.802340538354,28163.02073871539,29070.86031494646,28748.092060933497,29685.10606268358,30449.22726608639,31819.617641527842,33547.64650865047,35366.68759945317,36082.419132584575,37579.29643470256,40132.825382440904,40898.41122262754,42076.83619676369,42893.423664813236,45469.51675020832,48243.14145971969,51223.13426194947,54493.05380933235,57790.75552853516,58723.57606117298,62431.03610115332,66758.00498036173,69268.60099923142,72051.3058967684,75637.803730957,80224.46558259199,85612.07382154783,91582.61439780686,96675.6930439977,101791.88645920134,104638.75877958522,97637.93293902514,106221.21964816027,113404.30855303064,122738.08581542391,129550.56702367886
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IMN,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Isle of Man,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,11980.422297297297,12054.335646962003,14292.135667362238,15490.560239035322,17041.638077384523,17910.032113881105,18355.041586859366,18411.33537703415,18414.859352124287,18781.786582264172,19424.37050359712,20161.879658243957,21553.40263994337,23130.2541524366,25914.46500859723,29098.751169942505,30289.050872995944,31583.605314085464,33194.97638304756,34837.733987623156,36303.698345009645,38095.56567231752,40631.37843425412,43219.59037302673,44849.87016786746,45289.29454177166,46307.64608396027,46948.88009291081,50406.05086855991,52614.832245872996,55491.39608067516,55474.9919251612,59422.05928162365,61003.79743807485,62208.222659745836,62253.86566933073,56680.36852874001,58826.27755451454,56358.50932592248,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PAN,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Panama,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2671.699886397556,2877.0960243400295,3021.991082655365,3182.0061533436406,3223.766824445686,3414.8241246068756,3565.9525615123985,3758.772814219899,3906.213079993193,4116.6130410523865,4280.340233213196,4562.255539174452,4641.168490877596,4759.329130705443,4748.069733013639,4706.7456742194045,4665.130230896611,4600.673121709424,4930.035348249032,5030.666447291091,5555.272122631126,5924.832492981305,6096.180803083853,5687.052344129187,5706.230351486575,5851.84381158609,5924.920180678134,5689.740720165206,4821.8892002879065,4793.375534190955,5072.364207064188,5433.559080163898,5757.38487629366,5946.671155204679,5991.417259778517,5973.27707297891,6092.4832649862765,6431.527244697192,6833.138496421489,7048.220680450752,7202.034175045616,7130.302667207921,7169.499977048672,7392.094474738535,7845.556745318572,8336.227096555505,8989.720613361149,9987.296430487651,10807.180782822066,10785.025067992283,11237.777392867702,12354.853179015974,13307.395699891229,13904.613813669152,14298.236351327085,14793.108883932768,15204.32757524915,15804.5764127975,16151.327343348576,16389.67270690155,13285.113699388437,15287.119542817183,16761.030881176423,17728.584051561364,17986.542584609717
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MNE,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Montenegro,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3786.4957770275464,3984.17926633329,3619.5602955488853,3738.2499907128854,3764.1884887914334,3820.514793616216,3899.7680796066584,4065.163266371127,4228.851327320992,4585.409211007683,4905.914836614573,5235.055083804859,4910.696206012027,5037.757737783891,5201.833818278538,5063.688531712954,5225.32160163961,5339.255527908886,5466.020065604634,5647.6661981312955,5823.4763938899205,6094.657252593233,6359.253645375451,5407.24125823904,6127.715089760389,6617.4507008600185,7046.853795092129,7269.869852852732
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RWA,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Rwanda,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,274318.0931172255,255390.04572277717,277263.16317916685,244444.2027759765,209101.42638181782,217981.7462671583,226741.16913966447,235212.48622200935,244016.44466725597,262650.1335110123,270062.0419883843,265362.83980735816,258477.46686609238,259690.23580028705,255747.86394589857,243088.63146967444,282041.16374881216,279292.0620195448,295953.83652932144,321234.75929932727,339286.73877162865,346471.3652034075,341361.88289859897,349906.0946711748,323968.21692334686,327009.4412800741,333569.49441731407,322737.2093449049,326677.35505033314,316711.5495612611,301124.27814058727,287638.1454493085,298335.3096066178,263912.80756915186,154281.8132069716,249741.42492278095,238147.70737202858,234544.83840470144,245009.16389795637,253593.439877603,272612.620899786,293131.62570618844,327334.9405369885,327270.4986156198,342472.60241873394,364756.25841567887,387928.00993757986,406579.2392365475,440234.13745583687,455831.27709625196,477072.09366406937,502560.9916289734,533075.1219701824,544978.7685043459,564770.4665484709,600252.6919364929,621194.2375832304,630568.459727292,668602.9617482261,715266.7435289149,675809.9904353621,732956.5461099222,775597.9990740626,821327.2641076827,875397.4334003411
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PYF,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,French Polynesia,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,2195337.8609725363,2325575.9286649213,2141326.4127235925,2377761.571370812,2234924.8757254044,2193605.6826769584,2374921.919598118,2190233.2752325945,2285903.511680183,2613060.3573868885,2409221.3361930693,2530063.3302054824,2506460.6886721523,2669842.1269777482,2687740.0891145286,2616161.838295914,2601668.3291890086,2564251.554018698,2548250.3088151384,2538644.710731063,2446278.509182929,2707665.3404553263,2673226.574747045,2514394.5329699325,2511397.462480528,2463656.838018216,2504939.3883818546,2423919.955189805,2351779.0641160863,2275386.419369291,2232045.6757219136,2183978.231310618,2146718.33048913,2148575.924359464,2154922.6276971195,2190218.1095711435,2149114.177150887,2135127.9443043084,2147074.7398037645,2133864.514539182,2108698.4166130396,2097423.097525672,2107443.382700666,2092343.290644946,1995613.790953722,1938495.0846330107,1873137.3768525026,1846541.723425759,1842811.7993069508,1842622.8440556177,1865867.0006405965,1899852.4239015968,1974975.6325713082,2012615.478083734,2072528.7957739916,1852221.8123341296,1910576.4282038086,1962586.2228848198,2011696.1560625788,2029381.810955725
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GIN,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Guinea,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,2536275.0574003486,2624711.437494719,2639364.4881783915,2636095.7155663907,2729560.788371164,2763819.996681476,2936651.630389916,2794375.9371303995,2937347.865697292,2854221.528354603,2877335.122913711,2840919.816841289,2834529.2040428594,2811301.3122429247,2788090.990883554,2859515.0438322015,2876627.507621723,2896245.7058220757,2999448.3339921217,3039614.2178389914,3063334.7595275003,3020048.17709461,3020860.9221727634,3078055.661777198,3105741.286410123,3159316.549606666,3208193.3861301783,3305788.7027083593,3362402.2404135615,3413235.304060206,3430717.715811633,3509949.1378179756,3634155.8734969273,3597936.114756976,3604145.920995515,3638650.8014844293,3605761.2298304946,3763443.9886399494,3825321.551752877,3691145.222266717,3774828.2974380935,3889139.931245842,4019332.4136130107,4077022.774472155,4124165.7832563,4174915.050620078,4509416.02677207,4848339.222378074,5027097.913209633,5175216.448964912,5282185.584095289,5439024.771625978,5516425.535937501,5680540.576099298,5842771.267146218
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KAZ,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Kazakhstan,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389192.6789842215,343884.7294398852,324643.775065808,295768.6304085325,262001.0377750323,245019.99595231138,250962.82080920067,261159.61496207968,262672.45607605163,273114.1995075788,299004.4052671607,337747.90133895754,368925.6052545505,400913.09786770877,436551.49866319954,475359.33635756804,521791.80286711466,562866.1250260961,575447.69843287,575579.1766361734,609637.9301067126,645957.9982470411,667571.8196225078,697533.7566105139,716232.1107346453,714089.90681297,710959.3709294474,728667.7297916232,747292.9645053246,769667.3297221096,739926.9150267397,761522.7305269459,774476.2548597779,802143.5464422612,831515.6377608217
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NCL,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,New Caledonia,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,819911.3996500607,766463.1664370695,785184.4248836053,871930.2309716978,976170.21783708,1226274.3992939326,1252797.2647885848,1236864.6094004053,1048895.434805112,1129356.3042022944,1150172.4853414034,1138294.6322427178,1139801.9724202796,1236174.3220941036,1055508.8834282937,1039463.024022641,956334.0615817381,969301.1955477415,937646.205428282,938896.056173572,964913.7544466219,939642.3849279918,976701.6223362511,1292389.2927680383,1405140.4084776405,1419203.6472548398,1449464.1973537556,1419149.6205769808,1390900.020434147,1392226.4929912994,1439851.5518093214,1413492.3344420926,1410722.4446459247,1336949.3106654147,1321328.772645943,1321437.1854521332,,,,,,,,,,,,,,,,,3417727.6350221834,3431459.055304171,3382643.1787479813,3294837.6770717865,3213906.7580604074,3304277.240648475,3364606.706466278,2882846.245008095
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LVA,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Latvia,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7866.647465738893,6908.433386811005,4754.555256309819,4607.605602036407,4787.983747698653,4810.855771459476,4977.251546665299,5488.171285458912,5903.045992583461,6119.022021500266,6539.1662266900385,7052.125861618966,7681.435113301039,8409.79433599,9243.89228684976,10429.693331111905,11875.73821526472,13220.000681717474,12906.946239462974,11017.070798522087,10836.92584938178,11371.140777653542,12354.118995103521,12748.88890103431,13139.129052223363,13748.318480607344,14228.572872061104,14843.155971842936,15603.957400836665,15818.940319423646,15377.597609827993,16584.4615784642,16946.908107607655,16748.773431154477,16898.81540562149
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NZL,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,New Zealand,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,28941.634751253983,29309.31776789032,29453.950098570345,30636.558569507466,31832.478805084203,33225.394583448106,34674.833109478306,32498.08201474729,32198.530103939524,35165.00059111151,34205.98753700708,34974.48764959751,36120.449495751236,38183.19593313443,39636.470366528425,38199.66717483247,38214.84896843883,36596.45856034869,36701.27899525823,37652.863943390155,38088.64242346365,39708.84316298122,39681.813947593546,40512.78435907855,42088.7146354312,42505.16183671584,43665.95755167421,43711.516308331295,43437.52634464275,43299.28103782735,42967.07129557331,40488.43724070842,40507.13112665289,42607.551088964785,44197.32817679558,45611.528828877876,46516.900053590565,46865.02287573057,46849.77693315859,49110.483690125424,50224.01275371335,51631.99201133874,53134.55033557047,54559.3186332936,55951.90629969419,57178.85701153874,58056.275629689815,59275.44367631043,58176.74163106249,57576.45028587366,57770.448893281544,58531.87157846715,59589.33690252036,60664.51790819657,61948.215432303776,62939.72447607064,63867.56941940137,64660.69719129134,65717.04362731094,66297.090517675,64763.03130667928,67537.85725524131,69939.13178660684,69300.96,69032.38345715424
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZMB,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Zambia,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,6986.3211772476325,6863.038192598475,6484.811615142972,6488.707458105483,7055.069964722002,7973.073947898289,7292.1053052686475,7621.034828519771,7470.864324097371,7205.134930747685,7333.072588262353,7127.524234528787,7567.909830567379,7282.51682599736,7526.498540290983,7138.509196033896,7355.940676249387,6810.169995926434,6643.782968923993,6252.56518070475,6252.406781308371,6437.84889882471,6058.948017175956,5751.382423988072,5558.274854912021,5481.086626024395,5358.361954125337,5345.041704664064,5526.9173259879,5327.791184227725,5168.041253664029,5039.6475415484265,4834.290262062353,5041.282476870751,4497.765275319606,4517.740007327764,4682.340896927195,4738.306201873907,4597.903760310672,4684.458057259724,4732.143018643829,4835.295125462643,4900.0007982758,5080.166912563692,5267.368465429868,5465.034044812877,5697.288820123875,5959.176965376677,6197.408881001656,6533.477203659583,6961.10136095894,7108.433648736968,7404.456406955007,7533.751587846923,7641.056499981284,7622.618549115747,7667.895357707443,7698.442549073121,7771.86519271715,7653.8144843973205,7227.67037463676,7465.153887241261,7640.089653429192,7828.390382824909,7902.092530709423
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MCO,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Monaco,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,69950.18535778283,72567.92834080689,75067.5218251271,79317.30163861079,82331.18460199564,80683.12391825138,82957.53534864954,84669.26029605375,86918.35505908364,89029.8234381976,89762.66740778666,90023.03755464515,91316.08226552048,91088.59745962733,91149.85826899493,91497.30982293551,92574.74984174373,93737.47424857094,96945.16548819517,99964.56520160583,101680.98936125306,101817.69142857143,102333.6970246382,100587.54817574512,102032.98486055777,103421.84188047708,103821.7011653108,105396.27920032437,108398.90600303716,111482.58870718913,115681.19550146356,118241.13785557987,119546.98969835298,121026.28343732624,124273.40823970038,127010.24526544551,135040.70873756122,155605.1135471307,156772.2075637643,136731.27549128662,136192.7600036185,142394.6709479762,140665.99637002678,150937.29511665303,158735.6067316209,163680.38740920098,166257.1091318811,159209.61834492275,166181.78958955812,178225.61599622137,154869.9080157687,186957.19884756146,205861.65266754,216929.3561967348,237371.54099039632
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ERI,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Eritrea,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9048.17200630661,9948.88766523384,11695.279152940439,11368.171801545179,11818.522465026423,12612.941520861841,12670.003425947032,12486.392772892019,11909.724787953526,12588.068357525846,12528.041168786342,11701.82685533479,11394.783749582417,11411.741854754313,11124.369835864742,11119.7232305661,9771.474228667339,9898.755317472822,9919.138723326812,10588.48051599391,,,,,,,,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CYP,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Cyprus,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,5722.00390625,6937.63623046875,8071.79931640625,8667.365234375,9452.138671875,9887.9423828125,9969.896484375,10445.91015625,10938.439453125,11743.2626953125,12167.8095703125,12474.609375,13211.5185546875,14202.486328125,15114.216796875,15891.0830078125,15599.5224609375,16617.833984375,16334.8935546875,16944.544921875,18031.62890625,17968.080078125,18183.025390625,19059.04296875,19788.927734375,20747.53515625,21336.375,21878.55078125,22181.26953125,22986.61328125,23757.52734375,24465.798828125,25171.45703125,25442.48828125,24269.466796875,24182.67578125,23671.7109375,22510.048828125,21051.326171875,20737.90625,21400.5078125,22688.466796875,23789.630859375,24991.2578125,26107.93359375,24929.412109375,27359.16015625,29077.134765625,29553.830078125,30232.66015625
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FRA,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,France,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,10348.888966317314,10749.016688563028,11371.223469149805,11944.774174213704,12596.056815450027,13079.461823890324,13636.197128708016,14175.134802814775,14706.127484642844,15620.049699613945,16438.237582207177,17146.05455783595,17763.45448076366,18711.973467415937,19409.21775270091,19134.44276731083,19879.91381459303,20490.477020651753,21203.38115062969,21888.606064065178,22137.039598811625,22267.48987601521,22728.22039626756,22891.37459624979,23146.45961639027,23392.426014088014,23829.283171947358,24305.22545711851,25328.48343522485,26286.850356648392,26883.15472446651,27079.317327683963,27353.2903796081,27136.804377787736,27679.792534876986,28214.82012130942,28506.92392995179,29123.225351306144,30017.299687107727,30877.98142692374,31936.69177988006,32306.942511613863,32415.370753532534,32498.959234523518,33187.08096379022,33560.55301183488,34232.20415243437,34882.12563903057,34819.892208038895,33663.13205691007,34167.649718972556,34831.983309670235,34727.627130294124,34818.663712069036,34999.50619847214,35247.31340882901,35456.76836664603,36090.66287376703,36553.405095670314,37170.685533053074,34293.46352448947,36523.07095588949,37327.34133235086,37760.54233436045,38110.09196233386
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GRL,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Greenland,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,88053.56924568965,97866.75716101695,101545.72279503106,106907.54904081633,111866.47072727272,112362.40201612904,118818.75788732394,130086.554048583,138474.1180691057,144033.78118951613,154659.2826494024,153246.03143137254,145051.00788349516,148337.53124760077,139052.84121442126,142782.48011278195,152058.73943925233,158666.66578558224,165417.3921167883,174838.19878842676,153515.16557553958,153617.27027027027,146291.99457504522,139188.22826086957,146637.31171171172,151287.17562724013,153326.542039356,155300.97678571427,167050.89304812835,169352.6613190731,181105.00311471033,182772.19886837297,180306.3645198339,187776.426847104,200226.7215016345,210076.40291560552,222372.52311756936,228489.08142516133,243555.60289731572,245686.48687037267,249018.2898786571,246231.3236069608,250015.8422812885,248198.5730219712,260836.66400213164,255059.3434793456,266658.95418787596,266866.05426190986,269242.9894864609,275873.72165406845,275868.8594390335,278961.39657211443,284513.15719807276,285947.419326475,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BHR,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Bahrain,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,6431.934091926747,6367.512495427572,6740.098160595177,7281.400395296725,7495.569933955687,6490.648048866274,8053.085515225221,8666.155245800948,8583.179581848126,8482.462539166243,8325.117387837445,7575.531109473341,6759.544270928232,6944.28551598839,7038.00628871373,6466.306391396907,6309.289012822338,6716.064216247347,6930.516660251245,6712.411301317202,6772.40817173653,7708.82493261134,8011.055884505612,8807.306709415814,8557.072814981097,8662.421740663005,8784.05606909821,8820.205053342726,9002.366237794333,9145.322219878291,9379.410177828107,9268.043416460512,8914.664493711236,8807.102654355625,8744.520911305859,8652.808098809435,8525.578910980983,8532.028249919416,8537.46438591531,8197.741797244604,8204.067745288525,8596.835199410889,8820.849917780844,8959.92709810396,8909.674857481046,8761.480878216944,8754.549681610086,8714.536384929612,8881.72439326694,9182.170114223632,8707.169658552755,8891.691843402366,9315.337579434025,9355.287278408734,9528.725285931
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MRT,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Mauritania,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,57781.49137656244,56660.09766762975,54029.37183982638,67073.76785999945,75684.29485968412,73653.85291584797,74025.36960647083,79137.64749373321,77721.00534192569,84420.91801884658,83406.12449724645,80339.16866358975,74396.3909310276,80999.15753203144,74606.00570646222,78641.97987189508,74973.99713135854,72509.64609357277,73859.19641760716,74210.75814694211,74603.35534702484,70790.32693998626,71351.8602203385,67089.17515023949,67132.93191808152,68954.09318191667,68270.01096657042,67467.11584254299,68937.53744830082,66022.38602665433,65268.16366113394,63995.01718040261,65068.007540720624,60969.858285610644,65145.12609552612,67586.11276963499,63423.8425152179,63517.04062512249,64113.08577966383,59910.07246767767,57981.92473383207,57497.33971602849,60090.020899014504,61472.44288630526,65139.8624865986,75173.97101862851,71801.76197738227,69536.0027380658,67459.87514492542,67052.90496952932,67620.51403858216,68374.49930008948,69014.15731065217,69829.00909286026,71404.21302892944,70169.06532650036,72374.03802308459,73606.2570241961,73708.79681483212,71328.77359362158,69813.62403730278,72405.61592259636,75075.5658453728,77542.18986941411
